"data","series","period","type","description","value_type","time","date","value"
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1990.25,1990-04-01,3209.2
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1990.5,1990-07-01,2965.1
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1990.75,1990-10-01,4398.9
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1991,1991-01-01,3341.1
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1991.25,1991-04-01,3481
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1991.5,1991-07-01,3418.2
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1991.75,1991-10-01,4109.9
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1992,1992-01-01,3230.4
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1992.25,1992-04-01,3453.2
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1992.5,1992-07-01,3379
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","x",1992.75,1992-10-01,4545.7
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1993,1993-01-01,3198.4
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1993.25,1993-04-01,3295.8
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1993.5,1993-07-01,3240.2
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1993.75,1993-10-01,4129.4
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1994,1994-01-01,3194.5
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1994.25,1994-04-01,3479.8
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1994.5,1994-07-01,3738.7
"M3","N0772","QUARTERLY","MICRO","SALES ( CODE= FBO)","xx",1994.75,1994-10-01,5282.8
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1984,1984-01-01,4786.55
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1984.25,1984-04-01,5403.6
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1984.5,1984-07-01,6042.4
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1984.75,1984-10-01,5824.45
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1985,1985-01-01,5349.4
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1985.25,1985-04-01,5428.2
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1985.5,1985-07-01,4906.65
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1985.75,1985-10-01,4965.9
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1986,1986-01-01,4842.3
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1986.25,1986-04-01,4638.55
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1986.5,1986-07-01,4542.2
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1986.75,1986-10-01,4335.15
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1987,1987-01-01,4445
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1987.25,1987-04-01,4750.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1987.5,1987-07-01,5081.2
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1987.75,1987-10-01,5476.35
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1988,1988-01-01,5359
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1988.25,1988-04-01,5358.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1988.5,1988-07-01,5646.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1988.75,1988-10-01,5878
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1989,1989-01-01,6270
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1989.25,1989-04-01,6601.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1989.5,1989-07-01,6792
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1989.75,1989-10-01,6871.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1990,1990-01-01,6726.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1990.25,1990-04-01,6770.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1990.5,1990-07-01,6611
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1990.75,1990-10-01,6711
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1991,1991-01-01,6089.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1991.25,1991-04-01,5858.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1991.5,1991-07-01,5673.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1991.75,1991-10-01,5531.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1992,1992-01-01,5081.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1992.25,1992-04-01,5057.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1992.5,1992-07-01,4979
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","x",1992.75,1992-10-01,5003.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1993,1993-01-01,4763
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1993.25,1993-04-01,4851
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1993.5,1993-07-01,5056.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1993.75,1993-10-01,5087
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1994,1994-01-01,5073
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1994.25,1994-04-01,5526
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1994.5,1994-07-01,6133.5
"M3","N0773","QUARTERLY","MICRO","SALES ( CODE= FNB)","xx",1994.75,1994-10-01,6633.5
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1983.5,1983-07-01,2892.3
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1983.75,1983-10-01,2712.8
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1984,1984-01-01,3603.75
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1984.25,1984-04-01,4291.35
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1984.5,1984-07-01,3295.8
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1984.75,1984-10-01,3213.35
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1985,1985-01-01,3407.8
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1985.25,1985-04-01,3742.3
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1985.5,1985-07-01,3269.7
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1985.75,1985-10-01,3690.15
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1986,1986-01-01,3273.45
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1986.25,1986-04-01,3211.6
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1986.5,1986-07-01,2761.95
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1986.75,1986-10-01,3115.95
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1987,1987-01-01,3563.65
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1987.25,1987-04-01,4505.75
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1987.5,1987-07-01,3952.95
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1987.75,1987-10-01,4288.85
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1988,1988-01-01,3117.1
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1988.25,1988-04-01,4545.4
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1988.5,1988-07-01,4096.55
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1988.75,1988-10-01,4816.95
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1989,1989-01-01,5912.05
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1989.25,1989-04-01,6847.9
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1989.5,1989-07-01,5127.15
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1989.75,1989-10-01,6574.55
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1990,1990-01-01,5844.8
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1990.25,1990-04-01,7330.45
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1990.5,1990-07-01,6746.4
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1990.75,1990-10-01,5919.25
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1991,1991-01-01,6561.95
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1991.25,1991-04-01,7608.55
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1991.5,1991-07-01,6125.3
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1991.75,1991-10-01,5908.55
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1992,1992-01-01,4792.45
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1992.25,1992-04-01,5835.8
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1992.5,1992-07-01,5133.3
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","x",1992.75,1992-10-01,5227.35
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1993,1993-01-01,5179.75
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1993.25,1993-04-01,5956.6
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1993.5,1993-07-01,5667
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1993.75,1993-10-01,5796
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1994,1994-01-01,6479.05
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1994.25,1994-04-01,7469.2
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1994.5,1994-07-01,7844.7
"M3","N0774","QUARTERLY","MICRO","SALES ( CODE= FRM)","xx",1994.75,1994-10-01,7197.85
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1984,1984-01-01,848.95
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1984.25,1984-04-01,930.35
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1984.5,1984-07-01,961.95
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1984.75,1984-10-01,1021.7
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1985,1985-01-01,1861.2
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1985.25,1985-04-01,1887.65
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1985.5,1985-07-01,1895.4
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1985.75,1985-10-01,1902
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1986,1986-01-01,2466.95
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1986.25,1986-04-01,2604.3
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1986.5,1986-07-01,2769.8
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1986.75,1986-10-01,2949.3
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1987,1987-01-01,2781.95
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1987.25,1987-04-01,2847.65
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1987.5,1987-07-01,2850.55
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1987.75,1987-10-01,2981.7
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1988,1988-01-01,3055.3
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1988.25,1988-04-01,3185.15
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1988.5,1988-07-01,3264.05
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1988.75,1988-10-01,3402.45
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1989,1989-01-01,3615.65
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1989.25,1989-04-01,3794.35
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1989.5,1989-07-01,3885.7
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1989.75,1989-10-01,3956.8
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1990,1990-01-01,4452.9
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1990.25,1990-04-01,4688.7
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1990.5,1990-07-01,4683.7
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1990.75,1990-10-01,4809
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1991,1991-01-01,4558.65
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1991.25,1991-04-01,4403.75
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1991.5,1991-07-01,4518.6
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1991.75,1991-10-01,5098.55
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1992,1992-01-01,5644.45
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1992.25,1992-04-01,5748.95
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","x",1992.5,1992-07-01,5573.65
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1992.75,1992-10-01,5544.4
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1993,1993-01-01,5985.55
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1993.25,1993-04-01,6055.9
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1993.5,1993-07-01,6413.95
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1993.75,1993-10-01,6427.7
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1994,1994-01-01,6353.15
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1994.25,1994-04-01,6711.45
"M3","N0775","QUARTERLY","MICRO","SALES ( CODE= FTU)","xx",1994.5,1994-07-01,7083.5
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1984,1984-01-01,1575.17
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1984.25,1984-04-01,1184.88
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1984.5,1984-07-01,1227.35
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1984.75,1984-10-01,1524.42
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1985,1985-01-01,2040.63
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1985.25,1985-04-01,1556.98
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1985.5,1985-07-01,1684.28
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1985.75,1985-10-01,1813.09
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1986,1986-01-01,2265
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1986.25,1986-04-01,1705.56
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1986.5,1986-07-01,1794.49
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1986.75,1986-10-01,1887.58
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1987,1987-01-01,2609.02
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1987.25,1987-04-01,1961.94
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1987.5,1987-07-01,1967.67
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1987.75,1987-10-01,2069.48
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1988,1988-01-01,2653.73
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1988.25,1988-04-01,2039.95
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1988.5,1988-07-01,2662.62
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1988.75,1988-10-01,3110.71
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1989,1989-01-01,3661.27
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1989.25,1989-04-01,2740.05
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1989.5,1989-07-01,2766.81
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1989.75,1989-10-01,2877.17
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1990,1990-01-01,3568.61
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1990.25,1990-04-01,2680.25
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1990.5,1990-07-01,2757.06
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1990.75,1990-10-01,2926.84
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1991,1991-01-01,3855.35
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1991.25,1991-04-01,3009.72
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1991.5,1991-07-01,2962.93
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1991.75,1991-10-01,3076.82
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1992,1992-01-01,3905.86
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1992.25,1992-04-01,2955.93
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1992.5,1992-07-01,2926.8
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","x",1992.75,1992-10-01,3104.93
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1993,1993-01-01,4044.89
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1993.25,1993-04-01,2964.66
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1993.5,1993-07-01,2936.01
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1993.75,1993-10-01,3146.59
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1994,1994-01-01,4031.98
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1994.25,1994-04-01,2883.65
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1994.5,1994-07-01,4141.54
"M3","N0776","QUARTERLY","MICRO","SALES ( CODE= FLM)","xx",1994.75,1994-10-01,4696.32
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1983.75,1983-10-01,2281.78
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1984,1984-01-01,2307.2
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1984.25,1984-04-01,2145.22
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1984.5,1984-07-01,2068.06
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1984.75,1984-10-01,1854.96
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1985,1985-01-01,2215.52
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1985.25,1985-04-01,1950.88
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1985.5,1985-07-01,2315.5
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1985.75,1985-10-01,2363.64
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1986,1986-01-01,2416.52
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1986.25,1986-04-01,1946.56
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1986.5,1986-07-01,1956.68
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1986.75,1986-10-01,1806.32
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1987,1987-01-01,1797.12
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1987.25,1987-04-01,1818.46
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1987.5,1987-07-01,2427.04
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1987.75,1987-10-01,2078.64
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1988,1988-01-01,2296.94
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1988.25,1988-04-01,2678.22
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1988.5,1988-07-01,3211.12
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1988.75,1988-10-01,2840.8
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1989,1989-01-01,3266.42
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1989.25,1989-04-01,3113.88
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1989.5,1989-07-01,3334.1
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1989.75,1989-10-01,3752.34
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1990,1990-01-01,3662.44
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1990.25,1990-04-01,3535.9
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1990.5,1990-07-01,3941.88
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1990.75,1990-10-01,3516.38
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1991,1991-01-01,3402.94
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1991.25,1991-04-01,3226.06
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1991.5,1991-07-01,3338.02
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1991.75,1991-10-01,3121.66
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1992,1992-01-01,3088.64
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1992.25,1992-04-01,3325.5
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1992.5,1992-07-01,3665.58
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","x",1992.75,1992-10-01,3613.88
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1993,1993-01-01,4012.1
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1993.25,1993-04-01,3688.22
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1993.5,1993-07-01,4386.12
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1993.75,1993-10-01,4115.34
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1994,1994-01-01,4159.18
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1994.25,1994-04-01,3926.1
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1994.5,1994-07-01,4769.92
"M3","N0777","QUARTERLY","MICRO","SALES ( CODE= FLR)","xx",1994.75,1994-10-01,4119.26
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1984,1984-01-01,3215.4
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1984.25,1984-04-01,3495
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1984.5,1984-07-01,3251.3
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1984.75,1984-10-01,3306.8
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1985,1985-01-01,2573.1
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1985.25,1985-04-01,3106.4
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1985.5,1985-07-01,3205.6
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1985.75,1985-10-01,3392.5
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1986,1986-01-01,2855.9
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1986.25,1986-04-01,3317
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1986.5,1986-07-01,2942.8
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1986.75,1986-10-01,3462.9
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1987,1987-01-01,2730.4
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1987.25,1987-04-01,3215.3
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1987.5,1987-07-01,2964.8
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1987.75,1987-10-01,3280.8
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1988,1988-01-01,2390.7
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1988.25,1988-04-01,2625.5
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1988.5,1988-07-01,2471.1
"M3","N0778","QUARTERLY","MICRO","SALES ( CODE= FWC)","x",1988.75,1988-10-01,3050.5
