"data","series","period","type","description","value_type","time","date","value"
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1969,1969-01-01,1182
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1970,1970-01-01,765.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1971,1971-01-01,794.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1972,1972-01-01,1063.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1973,1973-01-01,2196.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1974,1974-01-01,4614.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1975,1975-01-01,3062
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1976,1976-01-01,2392
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1977,1977-01-01,3011
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1978,1978-01-01,2664
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1979,1979-01-01,3286.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1980,1980-01-01,4529
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1981,1981-01-01,5543
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1982,1982-01-01,2795
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","x",1983,1983-01-01,2327.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","xx",1984,1984-01-01,3205
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","xx",1985,1985-01-01,2813.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","xx",1986,1986-01-01,2601
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","xx",1987,1987-01-01,4790
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","xx",1988,1988-01-01,8074.5
"M3","N0154","YEARLY","INDUSTRY","Pneumatic casings, exports (Bur. of Census)","xx",1989,1989-01-01,9559
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1947,1947-01-01,2086
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1948,1948-01-01,2404
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1949,1949-01-01,2324
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1950,1950-01-01,1346
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1951,1951-01-01,1868
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1952,1952-01-01,2078
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1953,1953-01-01,1634
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1954,1954-01-01,1656
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1955,1955-01-01,1762
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1956,1956-01-01,1772
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1957,1957-01-01,1824
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1958,1958-01-01,1996
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1959,1959-01-01,1822
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1960,1960-01-01,2560
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1961,1961-01-01,1596
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1962,1962-01-01,1950
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1963,1963-01-01,1826
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1964,1964-01-01,1792
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1965,1965-01-01,2378
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1966,1966-01-01,2200
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1967,1967-01-01,1698
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1968,1968-01-01,2780
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1969,1969-01-01,2196
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1970,1970-01-01,2004
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1971,1971-01-01,1958
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1972,1972-01-01,1532
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1973,1973-01-01,2580
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1974,1974-01-01,7216
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1975,1975-01-01,7996
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1976,1976-01-01,6334
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1977,1977-01-01,4598
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1978,1978-01-01,6032
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1979,1979-01-01,7150
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1980,1980-01-01,9114
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1981,1981-01-01,6856
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1982,1982-01-01,4050
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","x",1983,1983-01-01,3654
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","xx",1984,1984-01-01,3224
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","xx",1985,1985-01-01,2246
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","xx",1986,1986-01-01,1618
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","xx",1987,1987-01-01,3036
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","xx",1988,1988-01-01,3424
"M3","N0155","YEARLY","INDUSTRY","Inner tubes, exports","xx",1989,1989-01-01,3626
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1947,1947-01-01,158.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1948,1948-01-01,157.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1949,1949-01-01,176.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1950,1950-01-01,204.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1951,1951-01-01,264
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1952,1952-01-01,312.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1953,1953-01-01,364.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1954,1954-01-01,412.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1955,1955-01-01,487
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1956,1956-01-01,552.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1957,1957-01-01,625.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1958,1958-01-01,630
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1959,1959-01-01,727.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1960,1960-01-01,777.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1961,1961-01-01,796.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1962,1962-01-01,875.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1963,1963-01-01,1007.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1964,1964-01-01,1169.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1965,1965-01-01,1373.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1966,1966-01-01,1597.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1967,1967-01-01,1975
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1968,1968-01-01,2279.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1969,1969-01-01,2508.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1970,1970-01-01,2634.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1971,1971-01-01,2713.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1972,1972-01-01,3048.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1973,1973-01-01,3239.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1974,1974-01-01,3258.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1975,1975-01-01,3256.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1976,1976-01-01,3579.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1977,1977-01-01,3895
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1978,1978-01-01,4535.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1979,1979-01-01,5240.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1980,1980-01-01,5083.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1981,1981-01-01,4977.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1982,1982-01-01,5192.8
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1983,1983-01-01,5636.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1984,1984-01-01,6102.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1985,1985-01-01,6718
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1986,1986-01-01,7331
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","x",1987,1987-01-01,8089.4
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","xx",1988,1988-01-01,8466
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","xx",1989,1989-01-01,8654.2
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","xx",1990,1990-01-01,9158.6
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","xx",1991,1991-01-01,8959
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","xx",1992,1992-01-01,9571
"M3","N0156","YEARLY","INDUSTRY","Air Carriers (Certificated), Passenger-miles revenue","xx",1993,1993-01-01,9782.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1947,1947-01-01,122.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1948,1948-01-01,120
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1949,1949-01-01,135.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1950,1950-01-01,160.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1951,1951-01-01,211.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1952,1952-01-01,251.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1953,1953-01-01,295.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1954,1954-01-01,336
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1955,1955-01-01,397
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1956,1956-01-01,448
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1957,1957-01-01,507.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1958,1958-01-01,507.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1959,1959-01-01,586.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1960,1960-01-01,611.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1961,1961-01-01,621.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1962,1962-01-01,672.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1963,1963-01-01,769.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1964,1964-01-01,882.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1965,1965-01-01,1037.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1966,1966-01-01,1211.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1967,1967-01-01,1509.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1968,1968-01-01,1750.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1969,1969-01-01,2054.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1970,1970-01-01,2083
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1971,1971-01-01,2128.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1972,1972-01-01,2362.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1973,1973-01-01,2526.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1974,1974-01-01,2594.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1975,1975-01-01,2634.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1976,1976-01-01,2905.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1977,1977-01-01,3132.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1978,1978-01-01,3653.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1979,1979-01-01,4177.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1980,1980-01-01,4001.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1981,1981-01-01,3974.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1982,1982-01-01,4203
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1983,1983-01-01,4538.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1984,1984-01-01,4873.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1985,1985-01-01,5401.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1986,1986-01-01,6041.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","x",1987,1987-01-01,6493.8
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","xx",1988,1988-01-01,6586.2
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","xx",1989,1989-01-01,6599.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","xx",1990,1990-01-01,6804.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","xx",1991,1991-01-01,6651.4
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","xx",1992,1992-01-01,6958.6
"M3","N0157","YEARLY","INDUSTRY","Air carriers (domestic), passenger-miles revenue","xx",1993,1993-01-01,7072.6
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1947,1947-01-01,165
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1948,1948-01-01,190
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1949,1949-01-01,210
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1950,1950-01-01,240
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1951,1951-01-01,325
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1952,1952-01-01,350
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1953,1953-01-01,370
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1954,1954-01-01,415
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1955,1955-01-01,445
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1956,1956-01-01,480
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1957,1957-01-01,510
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1958,1958-01-01,540
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1959,1959-01-01,605
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1960,1960-01-01,680
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1961,1961-01-01,755
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1962,1962-01-01,835
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1963,1963-01-01,875
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1964,1964-01-01,960
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1965,1965-01-01,1140
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1966,1966-01-01,1470
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1967,1967-01-01,2040
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1968,1968-01-01,2835
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1969,1969-01-01,4035
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1970,1970-01-01,3575
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1971,1971-01-01,3540
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1972,1972-01-01,3430
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1973,1973-01-01,3435
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1974,1974-01-01,3460
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1975,1975-01-01,3415
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1976,1976-01-01,3595
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1977,1977-01-01,3755
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1978,1978-01-01,4040
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1979,1979-01-01,4265
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1980,1980-01-01,4720
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1981,1981-01-01,4990
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1982,1982-01-01,5020
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1983,1983-01-01,5325
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1984,1984-01-01,5800
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1985,1985-01-01,6065
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1986,1986-01-01,6235
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","x",1987,1987-01-01,6565
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","xx",1988,1988-01-01,6835
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","xx",1989,1989-01-01,7075
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","xx",1990,1990-01-01,7445
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","xx",1991,1991-01-01,7060
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","xx",1992,1992-01-01,7865
"M3","N0158","YEARLY","INDUSTRY","Air carriers (domestic), mail ton-miles","xx",1993,1993-01-01,8355
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1947,1947-01-01,181
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1948,1948-01-01,189
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1949,1949-01-01,206
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1950,1950-01-01,221
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1951,1951-01-01,261
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1952,1952-01-01,306
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1953,1953-01-01,345
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1954,1954-01-01,381
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1955,1955-01-01,450
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1956,1956-01-01,523
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1957,1957-01-01,588
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1958,1958-01-01,612
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1959,1959-01-01,706
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1960,1960-01-01,831
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1961,1961-01-01,877
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1962,1962-01-01,1014
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1963,1963-01-01,1190
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1964,1964-01-01,1435
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1965,1965-01-01,1679
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1966,1966-01-01,1930
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1967,1967-01-01,2326
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1968,1968-01-01,2645
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1969,1969-01-01,2270
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1970,1970-01-01,2756
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1971,1971-01-01,2922
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1972,1972-01-01,3427
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1973,1973-01-01,3564
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1974,1974-01-01,3319
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1975,1975-01-01,3108
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1976,1976-01-01,3372
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1977,1977-01-01,3661
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1978,1978-01-01,4411
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1979,1979-01-01,5313
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1980,1980-01-01,5409
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1981,1981-01-01,5017
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1982,1982-01-01,4943
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1983,1983-01-01,5492
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1984,1984-01-01,6142
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1985,1985-01-01,6584
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1986,1986-01-01,6444
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","x",1987,1987-01-01,7983
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","xx",1988,1988-01-01,9399
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","xx",1989,1989-01-01,10274
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","xx",1990,1990-01-01,11770
"M3","N0159","YEARLY","INDUSTRY","Air carriers (international), passenger-miles revenue","xx",1991,1991-01-01,11539
